"Id" "parto" "ap" "cr" "cc" "ppd" "ano" "epoca" "edad"
"1956" "3482" 3 4 "CR2" 3.5 6.45 2007 "D" 59
"1957" "3483" 1 3 "CR2" 3.75 6.26 2006 "A" 37
"1958" "3483" 2 4 "CR2" 4.083333 8.21 2007 "B" 51
"1959" "3483" 3 5 "CR2" 4.25 9.92 2008 "C" 67
"1960" "3483" 4 6 "CR2" 4.333333 13.55 2009 "C" 80
"1961" "3483" 5 7 "CR2" 4.15 10.7 2010 "C" 93
"1962" "3483" 6 8 "CR2" 3.708333 12.16 2011 "D" 108
"1963" "3484" 1 3 "CR3" 3.333333 6.79 2006 "B" 41
"1964" "3485" 1 3 "CR4" 3.25 7.33 2006 "C" 43
"1965" "3486" 1 3 "CR4" 3.416667 8.93 2006 "A" 38
"1966" "3486" 2 4 "CR4" 3.333333 14.05 2007 "C" 56
"1967" "3486" 3 5 "CR4" 3.5 12.84 2008 "C" 69
"1968" "3486" 4 6 "CR4" 3.416667 12.34 2009 "D" 82
"1969" "3486" 5 7 "CR4" 3.5 8.91 2010 "D" 96
"1970" "3487" 1 3 "CR4" 3.25 7.56 2006 "C" 42
"1971" "3487" 2 4 "CR4" 3.416667 7.84 2007 "C" 56
"1972" "3487" 3 5 "CR4" 3.75 9.92 2008 "D" 70
"1973" "3488" 1 3 "CR4" 3.625 8.61 2006 "C" 44
"1974" "3488" 2 4 "CR4" 3.083333 7.47 2007 "C" 56
"1975" "3488" 3 5 "CR4" 3.375 8.65 2008 "D" 68
"1976" "3489" 1 3 "CR2" 3.5 6.49 2006 "A" 38
"1977" "3489" 2 4 "CR2" 3.833333 7.79 2007 "B" 52
"1978" "3489" 3 5 "CR2" 4.166667 7.28 2008 "D" 70
"1979" "3489" 4 7 "CR2" 4.25 9.81 2010 "B" 88
"1980" "3489" 5 8 "CR2" 3.916667 12.99 2011 "B" 99
"1981" "3490" 1 3 "CR3" 3.5 8.79 2006 "A" 37
"1982" "3491" 1 3 "CR2" 3.3125 7.25 2006 "D" 46
"1983" "3491" 2 5 "CR2" 3.25 8.13 2008 "B" 64
"1984" "3491" 3 6 "CR2" 3.416667 9.59 2009 "C" 78
"1985" "3491" 4 7 "CR2" 2.666667 6.9 2010 "C" 92
"1986" "3492" 1 4 "CR1" 3.416667 8.75 2007 "B" 50
"1987" "3492" 2 5 "CR1" 3.5 6.2 2008 "A" 61
"1988" "3493" 1 2 "CR3" 3.25 5.52 2005 "C" 31
"1989" "3496" 1 3 "CR2" 3.333333 8.47 2006 "C" 41
"1990" "3496" 2 4 "CR2" 3.333333 8.55 2007 "C" 54
"1991" "3496" 3 5 "CR2" 3.375 9.66 2008 "D" 68
"1992" "3496" 4 6 "CR2" 3.625 10.97 2010 "A" 83
"1993" "3496" 5 8 "CR2" 3.333333 10.72 2011 "A" 97
"1994" "3499" 1 3 "CR3" 3.5 8.75 2006 "B" 39
"1995" "3499" 2 5 "CR3" 3.5 11.4 2008 "B" 62
"1996" "3499" 3 6 "CR3" 3.625 13.99 2009 "B" 73
"1997" "3499" 4 7 "CR3" 3.375 14.6 2010 "B" 87
"1998" "3499" 5 8 "CR3" 3.325 12.69 2011 "C" 101
"1999" "3500" 1 4 "CR2" 3.333333 7.15 2007 "B" 49
"2000" "3501" 1 4 "CR3" 3.333333 9.56 2007 "C" 52
"2001" "3501" 2 5 "CR3" 3.25 9.97 2008 "D" 67
"2002" "3501" 3 6 "CR3" 3.5 8.44 2009 "D" 80
"2003" "3501" 4 7 "CR3" 3.25 12.05 2010 "D" 93
"2004" "3501" 5 8 "CR3" 3.21875 10.34 2012 "A" 106
"2005" "3502" 1 4 "CR4" 3.25 7.11 2007 "C" 51
"2006" "3502" 2 5 "CR4" 3.375 8.15 2008 "C" 65
"2007" "3502" 3 6 "CR4" 3.083333 8.84 2009 "C" 76
"2008" "3502" 4 7 "CR4" 3.642857 7.98 2010 "C" 90
"2009" "3503" 1 4 "CR4" 3.416667 7.4 2007 "C" 53
"2010" "3503" 2 5 "CR4" 3.25 8.68 2008 "C" 66
"2011" "3503" 3 6 "CR4" 3.5 10.74 2009 "C" 78
"2012" "3504" 1 3 "CR2" 3.25 7.25 2007 "A" 47
"2013" "3506" 1 4 "CR3" 3.166667 8.17 2007 "B" 48
"2014" "3506" 2 4 "CR3" 3.375 5.71 2008 "A" 59
"2015" "3506" 3 6 "CR3" 3.583333 9.34 2009 "B" 72
"2016" "3507" 1 4 "CR4" 3.416667 8.49 2007 "C" 53
"2017" "3507" 2 5 "CR4" 3.25 10.01 2008 "C" 64
"2018" "3507" 3 6 "CR4" 3.5 9.09 2009 "C" 77
"2019" "3507" 4 7 "CR4" 3.416667 9.74 2010 "D" 91
"2020" "3507" 5 8 "CR4" 3.25 10.46 2011 "D" 103
"2021" "3508" 1 4 "CR4" 3.333333 8.17 2007 "C" 52
"2022" "3508" 2 5 "CR4" 3.125 7.46 2008 "C" 63
"2023" "3508" 3 6 "CR4" 3.25 9.6 2009 "C" 76
"2024" "3508" 4 7 "CR4" 3.5 10.4 2010 "D" 91
"2025" "3509" 1 3 "CR4" 3.5 8.74 2006 "D" 42
"2026" "3509" 2 4 "CR4" 3.333333 12.46 2007 "D" 56
"2027" "3509" 3 5 "CR4" 3.5 13.45 2008 "D" 68
"2028" "3509" 4 6 "CR4" 3.6875 11.62 2009 "D" 80
"2029" "3509" 5 8 "CR4" 3.5 11.75 2011 "B" 99
"2030" "3510" 1 4 "CR3" 3.833333 8.04 2007 "D" 55
"2031" "3510" 2 6 "CR3" 3.833333 8.6 2009 "A" 72
"2032" "3510" 3 7 "CR3" 3.8 8.12 2010 "D" 91
"2033" "3511" 1 5 "CR4" 3.375 6.19 2008 "C" 63
"2034" "3511" 2 6 "CR4" 3.375 9.09 2009 "D" 79
"2035" "3511" 3 8 "CR4" 3.392857 8.04 2011 "B" 98
"2036" "3512" 1 3 "CR2" 3.416667 7.32 2006 "B" 38
"2037" "3512" 2 4 "CR2" 3.416667 7.16 2007 "B" 50
"2038" "3512" 3 5 "CR2" 3.625 9.19 2008 "C" 64
"2039" "3512" 4 6 "CR2" 3.75 9.17 2009 "C" 76
"2040" "3512" 5 7 "CR2" 3.958333 7.22 2010 "C" 87
"2041" "3512" 6 8 "CR2" 3.972222 8.55 2012 "A" 105
"2042" "3513" 1 4 "CR4" 3.416667 6.99 2007 "C" 52
"2043" "3514" 1 3 "CR3" 3.583333 7.72 2006 "D" 42
"2044" "3514" 2 5 "CR3" 3.5 7.53 2008 "B" 61
"2045" "3514" 3 6 "CR3" 3.5 8.79 2009 "B" 73
"2046" "3514" 4 8 "CR3" 3.25 7.85 2011 "B" 97
"2047" "3515" 1 4 "CR4" 3.25 8.23 2007 "C" 51
"2048" "3515" 2 5 "CR4" 3.375 9.8 2008 "D" 65
"2049" "3515" 3 6 "CR4" 3.416667 10.89 2009 "D" 79
"2050" "3515" 4 7 "CR4" 3.392857 9.97 2010 "D" 91
"2051" "3516" 1 3 "CR3" 3.5 8.85 2006 "B" 37
"2052" "3516" 2 4 "CR3" 3.416667 10.17 2007 "C" 50
"2053" "3516" 3 5 "CR3" 3.375 12.2 2008 "C" 64
"2054" "3516" 4 6 "CR3" 3.583333 5.15 2009 "B" 74
"2055" "3516" 5 7 "CR3" 3.75 11.09 2010 "B" 85
"2056" "3516" 6 8 "CR3" 3.3125 11.36 2011 "C" 100
"2057" "3517" 1 4 "CR4" 3.125 6.3 2008 "A" 57
"2058" "3518" 1 3 "CR2" 3.583333 10.1 2007 "B" 47
"2059" "3518" 2 5 "CR2" 3.75 9.28 2008 "C" 62
"2060" "3518" 3 7 "CR2" 3.5 12.75 2010 "C" 86
"2061" "3518" 4 8 "CR2" 3.318182 10.58 2011 "D" 102
"2062" "3519" 1 4 "CR1" 3.25 7.28 2007 "B" 48
"2063" "3520" 1 3 "CR3" 3.333333 9.83 2007 "B" 47
"2064" "3520" 2 5 "CR3" 3.375 11.79 2008 "C" 64
"2065" "3520" 3 6 "CR3" 3.4375 12.63 2009 "D" 79
"2066" "3520" 4 7 "CR3" 2.958333 10.28 2011 "A" 94
"2067" "3521" 1 3 "CR4" 3.333333 10.8 2007 "B" 46
"2068" "3521" 2 5 "CR4" 3.375 13.38 2008 "D" 64
"2069" "3521" 3 6 "CR4" 3.416667 16.44 2009 "D" 76
"2070" "3521" 4 7 "CR4" 3.5 12.43 2010 "D" 88
"2071" "3521" 5 8 "CR4" 3.111111 10.78 2011 "D" 102
"2072" "3522" 1 3 "CR3" 3.333333 10.53 2006 "D" 40
"2073" "3522" 2 4 "CR3" 3.083333 10.74 2007 "D" 52
"2074" "3522" 3 4 "CR3" 3.5 12.4 2009 "A" 55
"2075" "3522" 4 6 "CR3" 3.75 11.15 2010 "B" 83
"2076" "3522" 5 8 "CR3" 3.5 11.27 2011 "D" 101
"2077" "3523" 1 3 "CR3" 3.5 8.14 2006 "B" 36
"2078" "3523" 2 4 "CR3" 3.333333 9.52 2007 "C" 49
"2079" "3523" 3 5 "CR3" 3.375 12.88 2008 "D" 65
"2080" "3523" 4 6 "CR3" 3.4375 10.04 2009 "D" 76
"2081" "3523" 5 7 "CR3" 3.4375 10.22 2011 "B" 94
"2082" "3524" 1 3 "CR4" 3.5 7.2 2007 "B" 46
"2083" "3524" 2 4 "CR4" 3.5 8.7 2008 "B" 58
"2084" "3524" 3 5 "CR4" 3.75 11.63 2009 "B" 71
"2085" "3524" 4 7 "CR4" 3.666667 10.72 2010 "C" 84
"2086" "3525" 1 4 "CR3" 3.416667 7.07 2007 "C" 48
"2087" "3526" 1 4 "CR4" 3.333333 6.99 2007 "C" 49
"2088" "3526" 2 5 "CR4" 3.25 7.48 2008 "C" 63
"2089" "3526" 3 6 "CR4" 3.4375 7.56 2009 "D" 77
"2090" "3526" 4 7 "CR4" 3.25 8.55 2011 "B" 95
"2091" "3527" 1 3 "CR3" 3.583333 8.65 2006 "C" 38
"2092" "3527" 2 4 "CR3" 3.583333 10.16 2007 "C" 49
"2093" "3527" 3 5 "CR3" 3.75 11.62 2008 "C" 62
"2094" "3527" 4 6 "CR3" 3.625 11.04 2009 "D" 77
"2095" "3527" 5 7 "CR3" 3.875 12.25 2011 "B" 94
"2096" "3528" 1 3 "CR2" 3.666667 8.7 2006 "D" 39
"2097" "3532" 1 3 "CR2" 3.666667 9.62 2006 "C" 36
"2098" "3532" 2 4 "CR2" 3.333333 9.09 2007 "D" 50
"2099" "3532" 3 5 "CR2" 3.75 10.68 2008 "D" 64
"2100" "3532" 4 6 "CR2" 3.666667 11.03 2009 "D" 77
"2101" "3533" 1 2 "CR2" 3.833333 8.27 2006 "B" 34
"2102" "3533" 2 4 "CR2" 3.833333 12.85 2007 "D" 51
"2103" "3534" 1 3 "CR2" 3.666667 7.83 2007 "B" 46
"2104" "3534" 2 5 "CR2" 3.5 10.94 2008 "C" 62
"2105" "3534" 3 6 "CR2" 3.666667 9.77 2009 "D" 74
"2106" "3534" 4 7 "CR2" 3.416667 10.41 2010 "D" 87
"2107" "3534" 5 8 "CR2" 3.388889 9.68 2011 "D" 99
"2108" "3535" 1 2 "CR3" 3.375 7.27 2006 "B" 35
"2109" "3537" 1 3 "CR3" 3.5 10.15 2007 "B" 45
"2110" "3537" 2 4 "CR3" 3.5 10.63 2008 "B" 58
"2111" "3537" 3 5 "CR3" 3.583333 10.54 2009 "B" 70
"2112" "3537" 4 6 "CR3" 3.5625 10.87 2010 "C" 84
"2113" "3537" 5 8 "CR3" 3.46875 12.21 2011 "D" 99
"2114" "3538" 1 2 "CR3" 3.5 7.91 2006 "B" 35
"2115" "3538" 2 4 "CR3" 3.5 9.65 2007 "D" 50
"2116" "3538" 3 5 "CR3" 3.75 14.91 2009 "A" 66
"2117" "3538" 4 6 "CR3" 3.833333 10.03 2010 "A" 78
"2118" "3538" 5 7 "CR3" 3.7 11.67 2011 "B" 93
"2119" "3539" 1 3 "CR2" 3.5 9.66 2007 "B" 45
"2120" "3539" 2 4 "CR2" 3.125 8.3 2008 "C" 59
"2121" "3539" 3 6 "CR2" 3.5625 9.88 2009 "C" 72
"2122" "3539" 4 8 "CR2" 3.65 9.9 2011 "C" 97
"2123" "3540" 1 3 "CR3" 3.583333 8.79 2007 "B" 44
"2124" "3540" 2 4 "CR3" 3.375 8.98 2008 "A" 56
"2125" "3540" 3 5 "CR3" 3.5 10.79 2009 "A" 67
"2126" "3540" 4 6 "CR3" 3.75 10.57 2010 "A" 77
"2127" "3540" 5 7 "CR3" 3.590909 12.08 2011 "C" 95
"2128" "3541" 1 3 "CR3" 3.75 9.71 2006 "D" 38
"2129" "3541" 2 4 "CR3" 3.333333 8.83 2007 "D" 51
"2130" "3541" 3 5 "CR3" 3.625 9.61 2008 "C" 61
"2131" "3541" 4 6 "CR3" 3.833333 13.69 2009 "D" 76
"2132" "3541" 5 7 "CR3" 3.7 9.8 2010 "D" 87
"2133" "3541" 6 8 "CR3" 3.522727 10.39 2011 "D" 101
"2134" "3542" 1 3 "CR1" 3.5 8.51 2007 "B" 45
"2135" "3542" 2 4 "CR1" 3.5 8.56 2008 "B" 56
"2136" "3542" 3 6 "CR1" 3.25 11.46 2009 "C" 73
"2137" "3542" 4 7 "CR1" 3.45 7.07 2010 "D" 86
"2138" "3543" 1 3 "CR3" 3.5 9.58 2007 "B" 45
"2139" "3543" 2 4 "CR3" 3.25 9.5 2008 "C" 59
"2140" "3543" 3 5 "CR3" 2.833333 6.28 2009 "C" 72
"2141" "3544" 1 4 "CR2" 3.25 7.93 2007 "C" 48
"2142" "3544" 2 5 "CR2" 3.25 10.01 2008 "C" 61
"2143" "3545" 1 2 "CR2" 3.75 9.38 2006 "B" 34
"2144" "3545" 2 4 "CR2" 4 9.06 2007 "D" 51
"2145" "3545" 3 5 "CR2" 4.25 10.85 2008 "D" 62
"2146" "3545" 4 6 "CR2" 3.833333 11.74 2010 "B" 80
"2147" "3545" 5 7 "CR2" 3.75 9.74 2011 "A" 91
"2148" "3546" 1 3 "CR3" 3.5 8.73 2006 "D" 40
"2149" "3548" 1 3 "CR3" 4 8.4 2007 "B" 44
"2150" "3548" 2 4 "CR3" 4 10.9 2008 "C" 58
"2151" "3549" 1 3 "CR3" 3.666667 9.18 2007 "B" 44
"2152" "3550" 1 3 "CR3" 3.5 6.56 2006 "C" 37
"2153" "3551" 1 3 "CR3" 3.75 9.36 2006 "D" 40
"2154" "3551" 2 4 "CR3" 4 9.14 2007 "D" 51
"2155" "3551" 3 5 "CR3" 4.25 12.2 2009 "A" 64
"2156" "3551" 4 6 "CR3" 3.9375 12.84 2010 "A" 77
"2157" "3551" 5 7 "CR3" 4.15 12.26 2011 "B" 93
"2158" "3552" 1 3 "CR3" 3.916667 7.57 2007 "C" 47
"2159" "3553" 1 3 "CR3" 3.333333 8.69 2007 "C" 47
"2160" "3553" 2 4 "CR3" 3.25 8.31 2008 "C" 59
"2161" "3553" 3 6 "CR3" 3.3125 10.97 2010 "A" 77
"2162" "3553" 4 7 "CR3" 3.5 9.86 2011 "A" 90
"2163" "3554" 1 3 "CR2" 3.583333 10.35 2007 "B" 43
"2164" "3554" 2 4 "CR2" 3.75 9.02 2008 "A" 54
"2165" "3554" 3 5 "CR2" 3.666667 12.11 2009 "B" 67
"2166" "3554" 4 6 "CR2" 3.75 8.21 2010 "B" 81
"2167" "3554" 5 7 "CR2" 3.678571 12.29 2011 "C" 94
"2168" "3555" 1 2 "CR3" 3.375 6.35 2006 "B" 32
"2169" "3555" 2 3 "CR3" 3.583333 7.29 2007 "C" 46
"2170" "3556" 1 3 "CR3" 3.666667 10.6 2007 "B" 43
"2171" "3556" 2 4 "CR3" 3.625 11.35 2008 "B" 57
"2172" "3556" 3 6 "CR3" 3.4375 13.12 2009 "D" 72
"2173" "3556" 4 7 "CR3" 3.75 15.56 2011 "B" 91
"2174" "3557" 1 3 "CR3" 3.666667 9.72 2007 "B" 43
"2175" "3557" 2 5 "CR3" 4.083333 12.83 2008 "D" 61
"2176" "3557" 3 6 "CR3" 3.833333 12.71 2010 "B" 79
"2177" "3557" 4 7 "CR3" 3.857143 12.26 2011 "C" 93
"2178" "3558" 1 3 "CR2" 3.583333 7.75 2007 "B" 42
"2179" "3558" 2 4 "CR2" 3.875 11.71 2008 "C" 58
"2180" "3558" 3 5 "CR2" 3.833333 12.96 2009 "C" 71
"2181" "3558" 4 7 "CR2" 3.714286 10.09 2010 "D" 84
"2182" "3559" 1 3 "CR2" 3.5 9.15 2007 "B" 42
"2183" "3559" 2 4 "CR2" 3.875 9.28 2008 "B" 54
"2184" "3559" 3 5 "CR2" 3.916667 11.93 2009 "C" 70
"2185" "3559" 4 6 "CR2" 3.95 11.07 2010 "D" 83
"2186" "3559" 5 8 "CR2" 3.7 13.19 2011 "D" 97
"2187" "3560" 1 3 "CR3" 3.583333 7.09 2007 "D" 47
"2188" "3560" 2 4 "CR3" 3.375 9.9 2008 "C" 59
"2189" "3560" 3 6 "CR3" 3.5 10.21 2009 "D" 72
"2190" "3561" 1 3 "CR3" 3.416667 9.7 2007 "C" 45
"2191" "3561" 2 4 "CR3" 3.375 10.74 2008 "C" 58
"2192" "3561" 3 5 "CR3" 3.5 11.63 2009 "C" 70
"2193" "3561" 4 6 "CR3" 3.45 11 2010 "D" 84
"2194" "3561" 5 8 "CR3" 3.21875 11.73 2011 "D" 97
"2195" "3562" 1 3 "CR3" 3.75 6.14 2007 "B" 42
"2196" "3563" 1 3 "CR3" 3.833333 7.3 2007 "B" 44
"2197" "3563" 2 5 "CR3" 4.125 8.6 2008 "D" 61
"2198" "3564" 1 2 "CR2" 3.5 6.56 2006 "B" 31
"2199" "3565" 1 3 "CR3" 3.666667 9.14 2007 "B" 41
"2200" "3565" 2 4 "CR3" 3.5 8.94 2008 "A" 51
"2201" "3566" 1 3 "CR2" 3.416667 9.1 2007 "B" 41
"2202" "3566" 2 4 "CR2" 3.833333 8.68 2008 "C" 57
"2203" "3566" 3 6 "CR2" 3.666667 7.35 2010 "B" 78
"2204" "3566" 4 7 "CR2" 3.625 8 2011 "B" 91
"2205" "3567" 1 3 "CR3" 3.666667 7.07 2007 "C" 44
"2206" "3568" 1 2 "CR3" 3.583333 6.21 2006 "C" 34
"2207" "3568" 2 4 "CR3" 3.75 7.71 2008 "A" 51
"2208" "3569" 1 4 "CR1" 3.875 11.23 2008 "B" 53
"2209" "3569" 2 5 "CR1" 3.666667 13.01 2009 "C" 69
"2210" "3569" 3 6 "CR1" 3.75 14.36 2010 "C" 81
"2211" "3569" 4 8 "CR1" 3.384615 11.77 2012 "A" 97
"2212" "3570" 1 3 "CR2" 3.25 7.09 2007 "C" 44
"2213" "3570" 2 4 "CR2" 3.5 7.29 2008 "C" 58
"2214" "3571" 1 3 "CR2" 3.416667 9.76 2007 "C" 44
"2215" "3571" 2 4 "CR2" 3.375 11.17 2008 "C" 56
"2216" "3571" 3 5 "CR2" 3.666667 12.71 2009 "C" 68
"2217" "3571" 4 6 "CR2" 3.75 11.1 2010 "C" 81
"2218" "3571" 5 7 "CR2" 3.464286 11 2011 "C" 93
"2219" "3573" 1 3 "CR2" 3.75 10.07 2007 "B" 41
"2220" "3573" 2 4 "CR2" 4 12.03 2008 "C" 57
"2221" "3573" 3 5 "CR2" 3.833333 11.88 2009 "C" 69
"2222" "3573" 4 7 "CR2" 4 12.77 2011 "A" 85
"2223" "3573" 5 8 "CR2" 4 11.62 2011 "D" 97
"2224" "3574" 1 3 "CR3" 3.333333 10.01 2007 "B" 46
"2225" "3574" 2 4 "CR3" 3.5 7.44 2008 "B" 57
"2226" "3574" 3 5 "CR3" 3.5 11.69 2009 "B" 71
"2227" "3574" 4 6 "CR3" 3.5 12.07 2010 "B" 82
"2228" "3574" 5 8 "CR3" 3.25 9.07 2011 "D" 99
"2229" "3575" 1 3 "CR3" 3.25 6.69 2007 "C" 44
"2230" "3575" 2 4 "CR3" 3.25 4.1 2008 "C" 56
"2231" "3577" 1 3 "CR2" 3.333333 7.94 2007 "B" 42
"2232" "3577" 2 5 "CR2" 3.166667 7.86 2009 "A" 61
"2233" "3578" 1 3 "CR4" 3.416667 7.05 2007 "C" 43
"2234" "3578" 2 4 "CR4" 3.5 7.57 2008 "B" 52
"2235" "3578" 3 5 "CR4" 3.375 8.7 2009 "B" 65
"2236" "3579" 1 3 "CR3" 3.25 7.86 2007 "D" 46
"2237" "3579" 2 5 "CR3" 3.5 7.96 2009 "A" 60
"2238" "3579" 3 6 "CR3" 3.25 7.47 2010 "D" 81
"2239" "3580" 1 3 "CR3" 3.333333 7.07 2007 "D" 46
"2240" "3580" 2 5 "CR3" 3.375 9.34 2008 "D" 60
"2241" "3580" 3 6 "CR3" 3.5 9.66 2010 "A" 74
"2242" "3581" 1 3 "CR3" 3.333333 6.42 2007 "D" 46
"2243" "3581" 2 5 "CR3" 2.5 6.93 2009 "B" 64
"2244" "3584" 1 3 "CR3" 3.25 5.42 2008 "A" 47
"2245" "3585" 1 3 "CR4" 3.333333 8.6 2007 "C" 42
"2246" "3586" 1 3 "CR3" 3.166667 6.65 2007 "D" 45
"2247" "3586" 2 5 "CR3" 3.0625 7.32 2009 "C" 65
"2248" "3586" 3 7 "CR3" 2.9375 8.01 2011 "C" 90
"2249" "3587" 1 4 "CR3" 3.625 7.1 2008 "B" 51
"2250" "3587" 2 5 "CR3" 3.375 9.58 2009 "B" 64
"2251" "3588" 1 3 "CR4" 3.5 7.43 2007 "B" 39
"2252" "3588" 2 4 "CR4" 3.625 9.28 2008 "B" 51
"2253" "3590" 1 3 "CR3" 3.375 7.6 2008 "A" 47
"2254" "3591" 1 3 "CR3" 3.166667 8.43 2007 "C" 40
"2255" "3592" 1 3 "CR3" 3.375 6.18 2008 "A" 46
"2256" "3592" 2 5 "CR3" 3.25 9.57 2009 "C" 64
"2257" "3592" 3 6 "CR3" 3.416667 8.5 2010 "C" 76
"2258" "3592" 4 7 "CR3" 3.464286 10.32 2011 "C" 88
"2259" "3593" 1 3 "CR3" 2.625 5.75 2007 "B" 38
"2260" "3597" 1 3 "CR3" 3 7.36 2008 "A" 46
"2261" "3597" 2 5 "CR3" 2.916667 8.3 2009 "C" 62
"2262" "3599" 1 3 "CR3" 3.166667 7.26 2007 "B" 37
"2263" "3599" 2 4 "CR3" 3.375 6.85 2008 "B" 48
"2264" "3599" 3 5 "CR3" 3.5 8.54 2009 "B" 61
"2265" "3600" 1 3 "CR4" 3.166667 8.46 2007 "C" 39
"2266" "3602" 1 3 "CR4" 3.416667 6.42 2007 "D" 42
"2267" "3602" 2 4 "CR4" 3.5 7.61 2008 "D" 54
"2268" "3605" 1 3 "CR4" 3.25 6.8 2008 "B" 47
"2269" "3605" 2 5 "CR4" 3.25 9.19 2009 "B" 60
"2270" "3606" 1 3 "CR3" 3.166667 8.41 2007 "C" 40
"2271" "3606" 2 4 "CR3" 3.5 10.55 2009 "A" 57
"2272" "3606" 3 5 "CR3" 3.333333 10.51 2010 "B" 71
"2273" "3607" 1 3 "CR3" 3.416667 9.62 2007 "C" 38
"2274" "3607" 2 4 "CR3" 3.5 8.8 2008 "B" 49
"2275" "3608" 1 3 "CR3" 3.333333 7.43 2007 "D" 41
"2276" "3608" 2 4 "CR3" 3.25 8.86 2009 "A" 56
"2277" "3608" 3 5 "CR3" 3.5 9.86 2010 "A" 68
"2278" "3608" 4 7 "CR3" 3.375 11.21 2011 "C" 86
"2279" "3609" 1 3 "CR3" 3.416667 8.22 2007 "D" 42
"2280" "3609" 2 4 "CR3" 3.5 9.76 2008 "D" 53
"2281" "3609" 3 5 "CR3" 3.416667 11.17 2009 "D" 65
"2282" "3610" 1 3 "CR4" 3.416667 6.35 2007 "D" 42
"2283" "3610" 2 4 "CR4" 3.25 6.67 2008 "D" 53
"2284" "3611" 1 3 "CR4" 3.416667 9.03 2007 "D" 41
"2285" "3611" 2 4 "CR4" 3.375 9.11 2008 "D" 54
"2286" "3611" 3 5 "CR4" 3.5 11.18 2009 "D" 65
"2287" "3611" 4 6 "CR4" 3.45 10.71 2010 "D" 77
"2288" "3611" 5 7 "CR4" 2.958333 6.76 2011 "D" 90
"2289" "3612" 1 3 "CR3" 3.5 7.79 2008 "A" 44
"2290" "3612" 2 4 "CR3" 3.5 8.63 2009 "A" 56
"2291" "3613" 1 3 "CR3" 3.375 9.01 2008 "A" 44
"2292" "3613" 2 4 "CR3" 3.375 7.81 2009 "A" 56
"2293" "3614" 1 3 "CR2" 3.333333 8.02 2007 "C" 37
"2294" "3614" 2 4 "CR2" 3.666667 12.61 2008 "D" 55
"2295" "3614" 3 6 "CR2" 3.666667 10.72 2010 "C" 74
"2296" "3614" 4 7 "CR2" 3.5 12.67 2011 "C" 85
"2297" "3615" 1 3 "CR4" 3.25 6.77 2008 "B" 46
"2298" "3616" 1 3 "CR2" 3.333333 8.51 2007 "C" 38
"2299" "3616" 2 4 "CR2" 3.416667 8.94 2008 "D" 54
"2300" "3616" 3 5 "CR2" 3.5 10.97 2010 "B" 70
"2301" "3616" 4 7 "CR2" 3.692308 13.11 2011 "D" 88
"2302" "3617" 1 3 "CR3" 3.25 7.56 2007 "D" 41
"2303" "3617" 2 4 "CR3" 3.375 14.34 2009 "A" 55
"2304" "3617" 3 5 "CR3" 3.166667 16.63 2010 "A" 69
"2305" "3618" 1 4 "CR2" 3.5 6.23 2008 "B" 48
"2306" "3620" 1 3 "CR4" 3.166667 7.46 2007 "D" 41
"2307" "3620" 2 4 "CR4" 3.125 9.28 2008 "D" 51
"2308" "3620" 3 5 "CR4" 3.25 11.61 2009 "D" 63
"2309" "3620" 4 6 "CR4" 3.25 13.41 2010 "D" 77
"2310" "3620" 5 7 "CR4" 3.03125 11.36 2011 "D" 89
"2311" "3622" 1 4 "CR3" 3.375 11.52 2008 "C" 48
"2312" "3622" 2 5 "CR3" 3.25 11.77 2009 "C" 61
"2313" "3622" 3 5 "CR3" 3.25 10.33 2010 "C" 72
"2314" "3622" 4 6 "CR3" 3.022727 8.45 2011 "B" 83
"2315" "3623" 1 3 "CR2" 3.5 6.45 2007 "C" 37
"2316" "3623" 2 4 "CR2" 3.75 11.19 2008 "C" 49
"2317" "3623" 3 5 "CR2" 3.833333 12.98 2009 "C" 63
"2318" "3623" 4 6 "CR2" 3.875 14.15 2010 "D" 77
"2319" "3627" 1 3 "CR2" 3.333333 11.08 2007 "D" 40
"2320" "3627" 2 4 "CR2" 3.5 13.87 2009 "C" 59
"2321" "3627" 3 5 "CR2" 3.333333 11.99 2010 "B" 71
"2322" "3627" 4 7 "CR2" 3.464286 12.88 2011 "D" 87
"2323" "3628" 1 3 "CR2" 3.625 8.64 2008 "A" 41
"2324" "3628" 2 4 "CR2" 3.5 9.84 2008 "D" 53
"2325" "3628" 3 5 "CR2" 3.416667 11.76 2010 "B" 71
"2326" "3628" 4 6 "CR2" 3.277778 10.74 2011 "C" 84
"2327" "3629" 1 3 "CR4" 3.75 8.16 2008 "A" 42
"2328" "3630" 1 3 "CR2" 3.666667 6.91 2007 "D" 39
"2329" "3632" 1 3 "CR4" 3.583333 9.75 2007 "D" 40
"2330" "3632" 2 4 "CR4" 3.625 11.38 2009 "B" 56
"2331" "3632" 3 5 "CR4" 3.4375 10.48 2010 "A" 67
"2332" "3632" 4 6 "CR4" 3.7 13.35 2011 "A" 79
"2333" "3633" 1 2 "CR2" 3.583333 9.2 2007 "C" 35
"2334" "3633" 2 4 "CR2" 3.5 9.37 2008 "C" 48
"2335" "3634" 1 3 "CR2" 3.666667 7.75 2007 "C" 36
"2336" "3634" 2 4 "CR2" 4 8.1 2008 "D" 50
"2337" "3634" 3 5 "CR2" 4.166667 13 2009 "D" 62
"2338" "3634" 4 6 "CR2" 4.125 11.44 2010 "C" 73
