"Id" "parto" "ap" "cr" "cc" "ppd" "ano" "epoca" "edad"
"1186" "3178" 1 3 "CR4" 3.625 8.11 2003 "C" 42
"1187" "3178" 2 4 "CR4" 3.75 13.21 2004 "D" 56
"1188" "3178" 3 5 "CR4" 3.5 10.78 2005 "D" 69
"1189" "3178" 4 6 "CR4" 3.583333 12.22 2006 "D" 82
"1190" "3178" 5 7 "CR4" 3.375 10.55 2007 "D" 94
"1191" "3178" 6 9 "CR4" 3.625 12.67 2009 "A" 109
"1192" "3178" 7 10 "CR4" 3.5 9.51 2010 "B" 125
"1193" "3178" 8 11 "CR4" 3.28125 6.92 2011 "D" 141
"1194" "3179" 1 3 "CR4" 3.375 7.53 2003 "D" 45
"1195" "3182" 1 3 "CR4" 3.375 9.56 2003 "C" 42
"1196" "3182" 2 4 "CR4" 3.25 10.29 2004 "C" 55
"1197" "3182" 3 5 "CR4" 3 10.34 2005 "C" 67
"1198" "3184" 1 3 "CR2" 3.5 6.75 2004 "A" 47
"1199" "3185" 1 3 "CR4" 3.5 7.67 2003 "C" 41
"1200" "3186" 1 3 "CR4" 3.375 8.44 2003 "C" 42
"1201" "3187" 1 3 "CR4" 3.5 8.9 2003 "C" 42
"1202" "3189" 1 3 "CR4" 3.5 8.42 2003 "C" 41
"1203" "3189" 2 4 "CR4" 3.5 10.42 2004 "C" 55
"1204" "3189" 3 5 "CR4" 3.083333 10.66 2005 "C" 67
"1205" "3189" 4 7 "CR4" 3.5 12.92 2007 "A" 84
"1206" "3190" 1 3 "CR4" 3.5 7.94 2003 "D" 45
"1207" "3190" 2 4 "CR4" 3.333333 9.3 2004 "D" 58
"1208" "3190" 3 5 "CR4" 3.5 8.54 2005 "D" 70
"1209" "3191" 1 4 "CR4" 3.375 10.65 2004 "B" 52
"1210" "3191" 2 5 "CR4" 3.125 6.86 2005 "B" 62
"1211" "3191" 3 6 "CR4" 3.25 8.02 2006 "B" 76
"1212" "3191" 4 7 "CR4" 3.25 7.92 2007 "B" 87
"1213" "3192" 1 4 "CR3" 3.375 8.82 2004 "B" 51
"1214" "3192" 2 5 "CR3" 2.8125 7.84 2005 "B" 62
"1215" "3193" 1 4 "CR4" 3.375 7.86 2004 "C" 54
"1216" "3194" 1 3 "CR4" 3.5 6.4 2003 "D" 45
"1217" "3194" 2 5 "CR4" 3 7.12 2005 "C" 65
"1218" "3198" 1 4 "CR4" 3.875 10.69 2004 "C" 54
"1219" "3198" 2 5 "CR4" 3.666667 10.17 2005 "C" 65
"1220" "3198" 3 6 "CR4" 3.583333 12.8 2006 "B" 76
"1221" "3198" 4 7 "CR4" 3.666667 11.53 2007 "B" 87
"1222" "3198" 5 8 "CR4" 4 15.49 2008 "D" 105
"1223" "3198" 6 9 "CR4" 3.75 12.17 2009 "D" 117
"1224" "3199" 1 3 "CR3" 3.375 7.32 2003 "C" 41
"1225" "3199" 2 4 "CR3" 3.375 8.99 2004 "C" 53
"1226" "3199" 3 5 "CR3" 3.375 10.71 2005 "D" 69
"1227" "3199" 4 6 "CR3" 3.25 11.4 2006 "D" 81
"1228" "3200" 1 3 "CR3" 3.25 7.08 2003 "D" 43
"1229" "3200" 2 4 "CR3" 2.75 8.24 2004 "D" 57
"1230" "3200" 3 5 "CR3" 3.5 7.02 2005 "D" 68
"1231" "3202" 1 4 "CR3" 3.25 7.36 2004 "B" 51
"1232" "3203" 1 3 "CR4" 3.25 7.43 2003 "C" 41
"1233" "3203" 2 4 "CR4" 3.5625 8.87 2004 "C" 54
"1234" "3203" 3 6 "CR4" 3.625 9.81 2006 "A" 72
"1235" "3203" 4 7 "CR4" 3.5 9.81 2007 "A" 84
"1236" "3203" 5 7 "CR4" 3.5 9.28 2008 "A" 95
"1237" "3203" 6 9 "CR4" 3.5 12.27 2009 "B" 110
"1238" "3203" 7 10 "CR4" 3.416667 8.51 2010 "C" 125
"1239" "3203" 8 11 "CR4" 3.25 9.39 2011 "C" 136
"1240" "3204" 1 4 "CR3" 3.25 7.72 2004 "C" 52
"1241" "3204" 2 5 "CR3" 2.125 5.09 2005 "D" 68
"1242" "3205" 1 3 "CR3" 3.5 7.64 2003 "D" 44
"1243" "3205" 2 4 "CR3" 3.625 9.68 2004 "D" 55
"1244" "3205" 3 5 "CR3" 3.75 9.17 2005 "D" 67
"1245" "3205" 4 6 "CR3" 3.666667 9.64 2006 "D" 79
"1246" "3206" 1 4 "CR3" 3.375 7.85 2004 "B" 51
"1247" "3206" 2 5 "CR3" 2.8125 6.48 2005 "B" 62
"1248" "3207" 1 4 "CR3" 3.5 10.09 2004 "D" 57
"1249" "3207" 2 5 "CR3" 3.333333 6.79 2005 "C" 65
"1250" "3208" 1 3 "CR3" 3.375 8.54 2003 "D" 42
"1251" "3208" 2 4 "CR3" 3.5 9.71 2004 "D" 55
"1252" "3208" 3 5 "CR3" 3.5 9.5 2006 "A" 70
"1253" "3208" 4 7 "CR3" 3.5 9.95 2007 "A" 84
"1254" "3208" 5 8 "CR3" 3.625 9.96 2008 "B" 98
"1255" "3208" 6 9 "CR3" 3.375 7.61 2009 "D" 116
"1256" "3211" 1 4 "CR3" 3.5 11.96 2004 "B" 50
"1257" "3211" 2 5 "CR3" 3.5 12.19 2005 "B" 62
"1258" "3211" 3 6 "CR3" 3.5 13.49 2006 "C" 76
"1259" "3211" 4 7 "CR3" 3.25 11.08 2007 "C" 88
"1260" "3211" 5 8 "CR3" 3.583333 11.99 2009 "A" 106
"1261" "3211" 6 10 "CR3" 3 10.62 2010 "D" 127
"1262" "3212" 1 4 "CR3" 3.375 8.55 2004 "B" 50
"1263" "3212" 2 5 "CR3" 2.916667 7.02 2005 "D" 66
"1264" "3212" 3 6 "CR3" 3.1875 8.34 2007 "A" 81
"1265" "3212" 4 8 "CR3" 3.25 7.66 2008 "B" 98
"1266" "3212" 5 9 "CR3" 3.375 7.64 2010 "A" 118
"1267" "3212" 6 11 "CR3" 3.28125 7.5 2011 "C" 135
"1268" "3214" 1 3 "CR3" 3.375 8.02 2003 "C" 39
"1269" "3215" 1 3 "CR3" 3.375 8.01 2003 "D" 42
"1270" "3216" 1 4 "CR3" 3.375 8.98 2004 "B" 49
"1271" "3216" 2 5 "CR3" 3.1875 10.22 2005 "B" 61
"1272" "3216" 3 6 "CR3" 3.166667 10.57 2006 "C" 75
"1273" "3216" 4 7 "CR3" 3 10.17 2007 "C" 87
"1274" "3216" 5 8 "CR3" 3.25 9.5 2008 "C" 100
"1275" "3216" 6 9 "CR3" 3.4375 10.6 2010 "A" 118
"1276" "3216" 7 11 "CR3" 2.972222 10.94 2011 "C" 134
"1277" "3217" 1 4 "CR2" 3 8.27 2004 "B" 49
"1278" "3217" 2 5 "CR2" 3.083333 7.55 2005 "D" 66
"1279" "3217" 3 7 "CR2" 2.833333 7.5 2007 "D" 89
"1280" "3217" 4 9 "CR2" 2.583333 7.44 2009 "B" 110
"1281" "3218" 1 3 "CR2" 3.375 8.72 2003 "D" 43
"1282" "3218" 2 4 "CR2" 3 9.67 2004 "D" 55
"1283" "3218" 3 5 "CR2" 3.25 9.51 2006 "A" 69
"1284" "3219" 1 4 "CR2" 2.916667 7.82 2004 "D" 55
"1285" "3221" 1 4 "CR4" 3.5 8.32 2004 "B" 49
"1286" "3221" 2 5 "CR4" 3.25 9.05 2005 "D" 64
"1287" "3222" 1 4 "CR4" 3.0625 7.99 2004 "C" 51
"1288" "3222" 2 5 "CR4" 3.333333 10.1 2006 "B" 71
"1289" "3222" 3 7 "CR4" 3 9.34 2007 "C" 85
"1290" "3222" 4 8 "CR4" 2.875 8.27 2008 "C" 98
"1291" "3222" 5 9 "CR4" 3.375 9 2010 "A" 118
"1292" "3223" 1 4 "CR4" 3.3125 8.81 2004 "D" 54
"1293" "3223" 2 6 "CR4" 3.083333 8.1 2006 "C" 75
"1294" "3224" 1 4 "CR4" 3.5 8.96 2004 "B" 48
"1295" "3224" 2 5 "CR4" 3.333333 8 2005 "B" 61
"1296" "3224" 3 6 "CR4" 3.5 8.46 2006 "B" 73
"1297" "3225" 1 3 "CR4" 3.375 8.39 2004 "B" 47
"1298" "3225" 2 4 "CR4" 3.1875 8.75 2005 "B" 59
"1299" "3225" 3 5 "CR4" 3.25 8.54 2006 "A" 68
"1300" "3226" 1 4 "CR4" 3.25 8.48 2004 "B" 48
"1301" "3226" 2 5 "CR4" 3 7.68 2005 "C" 61
"1302" "3226" 3 6 "CR4" 3.166667 8.7 2006 "C" 75
"1303" "3229" 1 4 "CR3" 3.375 9.14 2004 "B" 48
"1304" "3229" 2 4 "CR3" 3.333333 7.73 2005 "B" 59
"1305" "3229" 3 6 "CR3" 3.333333 8.1 2006 "D" 77
"1306" "3229" 4 7 "CR3" 2.75 6.53 2007 "D" 89
"1307" "3230" 1 3 "CR2" 3.875 10.11 2003 "C" 38
"1308" "3230" 2 4 "CR2" 4.25 9.23 2004 "C" 51
"1309" "3230" 3 5 "CR2" 4.375 10.14 2005 "D" 64
"1310" "3230" 4 6 "CR2" 4.166667 12.35 2006 "D" 75
"1311" "3230" 5 7 "CR2" 4.5 12.6 2007 "D" 90
"1312" "3230" 6 8 "CR2" 4.333333 12.42 2009 "B" 106
"1313" "3230" 7 10 "CR2" 4 9.27 2010 "C" 120
"1314" "3231" 1 3 "CR4" 3.625 9.98 2004 "B" 47
"1315" "3231" 2 5 "CR4" 3.583333 10.53 2005 "B" 60
"1316" "3231" 3 5 "CR4" 3.5 11.78 2006 "B" 71
"1317" "3231" 4 6 "CR4" 3.583333 11.62 2007 "B" 82
"1318" "3231" 5 7 "CR4" 3.5 8.57 2008 "B" 94
"1319" "3231" 6 9 "CR4" 3.583333 10.18 2009 "C" 108
"1320" "3231" 7 10 "CR4" 3.6 9.54 2010 "D" 125
"1321" "3233" 1 4 "CR4" 3.5 10 2004 "C" 49
"1322" "3233" 2 5 "CR4" 3.416667 10.08 2005 "C" 62
"1323" "3233" 3 6 "CR4" 3.5 11.89 2006 "D" 76
"1324" "3233" 4 7 "CR4" 3.5 10.67 2007 "D" 89
"1325" "3233" 5 8 "CR4" 3.75 14.4 2009 "A" 103
"1326" "3233" 6 9 "CR4" 3.821429 12.24 2010 "A" 116
"1327" "3234" 1 3 "CR3" 3.375 7.13 2004 "B" 45
"1328" "3235" 1 3 "CR4" 3.375 9.45 2004 "B" 47
"1329" "3235" 2 5 "CR4" 2.916667 6.45 2005 "C" 62
"1330" "3236" 1 4 "CR4" 3.5 7.22 2004 "D" 51
"1331" "3237" 1 3 "CR4" 3.375 7.88 2003 "C" 37
"1332" "3237" 2 4 "CR4" 3.375 9.83 2004 "C" 50
"1333" "3237" 3 5 "CR4" 3.583333 8.91 2005 "C" 61
"1334" "3237" 4 6 "CR4" 3.75 11.65 2007 "A" 79
"1335" "3237" 5 7 "CR4" 3.5 11.65 2007 "D" 89
"1336" "3237" 6 8 "CR4" 3.5 9.26 2008 "D" 101
"1337" "3237" 7 9 "CR4" 3.5625 8.5 2010 "B" 117
"1338" "3237" 8 10 "CR4" 3.55 9.42 2011 "B" 130
"1339" "3238" 1 3 "CR3" 3.625 6.83 2003 "D" 40
"1340" "3238" 2 4 "CR3" 3.583333 10 2004 "D" 51
"1341" "3238" 3 5 "CR3" 3.625 8.84 2005 "D" 63
"1342" "3238" 4 6 "CR3" 3.75 10.08 2007 "A" 80
"1343" "3238" 5 7 "CR3" 3.625 8.35 2008 "A" 90
"1344" "3238" 6 8 "CR3" 3.75 11.77 2008 "D" 101
"1345" "3238" 7 9 "CR3" 3.5 9.33 2010 "A" 114
"1346" "3238" 8 10 "CR3" 3.35 9.14 2011 "B" 131
"1347" "3240" 1 4 "CR4" 3.25 6.7 2004 "D" 51
"1348" "3240" 2 5 "CR4" 3.083333 7.33 2005 "C" 62
"1349" "3241" 1 4 "CR4" 3.25 7.7 2004 "D" 52
"1350" "3241" 2 5 "CR4" 3.25 8.07 2005 "D" 63
"1351" "3241" 3 6 "CR4" 3.416667 9.86 2007 "A" 78
"1352" "3242" 1 3 "CR4" 3.5 11.01 2003 "D" 40
"1353" "3242" 2 4 "CR4" 3.125 8.44 2005 "A" 55
"1354" "3242" 3 5 "CR4" 2.375 3 2006 "A" 68
"1355" "3243" 1 4 "CR4" 3.583333 8.31 2004 "D" 52
"1356" "3244" 1 4 "CR4" 3.375 8.93 2004 "C" 48
"1357" "3244" 2 5 "CR4" 3.166667 9.1 2005 "C" 61
"1358" "3244" 3 6 "CR4" 3.25 9.84 2006 "C" 72
"1359" "3244" 4 7 "CR4" 3.583333 7.46 2007 "C" 84
"1360" "3244" 5 8 "CR4" 3.375 10.72 2008 "C" 97
"1361" "3244" 6 9 "CR4" 3.5 9.74 2009 "D" 112
"1362" "3244" 7 10 "CR4" 3.392857 10.12 2011 "B" 130
"1363" "3246" 1 3 "CR4" 3.375 8.87 2004 "B" 47
"1364" "3247" 1 4 "CR4" 3.375 8.67 2004 "C" 48
"1365" "3247" 2 4 "CR4" 3 8.41 2005 "B" 59
"1366" "3247" 3 6 "CR4" 3.375 7.8 2006 "C" 74
"1367" "3249" 1 4 "CR4" 3.5 11.05 2004 "D" 50
"1368" "3249" 2 5 "CR4" 3.375 9.93 2005 "D" 63
"1369" "3249" 3 6 "CR4" 3.583333 9.77 2007 "A" 78
"1370" "3249" 4 7 "CR4" 3.5 11.7 2008 "B" 93
"1371" "3249" 5 8 "CR4" 3.416667 12.61 2009 "B" 106
"1372" "3249" 6 10 "CR4" 3.333333 10.03 2010 "C" 120
"1373" "3249" 7 11 "CR4" 3.083333 8.47 2011 "D" 134
"1374" "3250" 1 4 "CR3" 3.583333 8.66 2004 "D" 52
"1375" "3250" 2 5 "CR3" 3.75 10.98 2006 "B" 70
"1376" "3250" 3 6 "CR3" 3.75 9.16 2007 "B" 80
"1377" "3250" 4 8 "CR3" 3.75 17.29 2009 "A" 102
"1378" "3250" 5 9 "CR3" 3.5625 13.54 2010 "A" 115
"1379" "3250" 6 10 "CR3" 3.85 13.16 2011 "A" 127
"1380" "3251" 1 4 "CR4" 3.375 9.74 2004 "C" 48
"1381" "3251" 2 5 "CR4" 3.083333 9.7 2005 "C" 60
"1382" "3251" 3 6 "CR4" 3.25 10.14 2006 "D" 74
"1383" "3251" 4 7 "CR4" 3.083333 10.35 2007 "D" 87
"1384" "3251" 5 8 "CR4" 3.375 10.63 2008 "C" 97
"1385" "3252" 1 3 "CR2" 3.5 7.84 2004 "C" 47
"1386" "3252" 2 4 "CR2" 3.5 9.35 2005 "B" 58
"1387" "3253" 1 4 "CR3" 3.5 8.18 2004 "C" 49
"1388" "3253" 2 5 "CR3" 3.25 7.95 2005 "C" 60
"1389" "3253" 3 6 "CR3" 3.416667 10.57 2007 "A" 77
"1390" "3253" 4 7 "CR3" 3.25 9.45 2007 "D" 88
"1391" "3253" 5 8 "CR3" 3.416667 9.57 2009 "A" 101
"1392" "3253" 6 9 "CR3" 3.666667 10.76 2010 "B" 117
"1393" "3253" 7 11 "CR3" 3.46875 9.32 2011 "D" 134
"1394" "3254" 1 4 "CR4" 3.583333 10 2004 "D" 52
"1395" "3254" 2 5 "CR4" 3.5 9.89 2005 "D" 62
"1396" "3254" 3 6 "CR4" 3.416667 13.02 2006 "D" 75
"1397" "3254" 4 7 "CR4" 3.5 12.28 2007 "D" 87
"1398" "3254" 5 8 "CR4" 3.583333 10.95 2009 "B" 105
"1399" "3254" 6 10 "CR4" 3.416667 9.97 2010 "D" 123
"1400" "3254" 7 11 "CR4" 3.375 9.53 2012 "A" 137
"1401" "3255" 1 4 "CR4" 3.333333 11.04 2004 "C" 49
"1402" "3255" 2 5 "CR4" 3.25 8.69 2005 "C" 61
"1403" "3255" 3 6 "CR4" 3.25 10.59 2006 "D" 75
"1404" "3255" 4 7 "CR4" 3.25 8.2 2007 "D" 88
"1405" "3255" 5 8 "CR4" 3.25 10.56 2009 "B" 104
"1406" "3255" 6 9 "CR4" 3.3 11.28 2010 "C" 120
"1407" "3255" 7 11 "CR4" 3.068182 7.99 2011 "D" 135
"1408" "3256" 1 3 "CR4" 3.375 8.21 2004 "B" 45
"1409" "3257" 1 4 "CR2" 2.666667 8.92 2004 "D" 51
"1410" "3258" 1 3 "CR3" 3.125 6.27 2004 "A" 42
"1411" "3258" 2 4 "CR3" 2.9375 8.52 2005 "A" 53
"1412" "3258" 3 5 "CR3" 3 8.11 2006 "A" 64
"1413" "3258" 4 6 "CR3" 3 9.92 2007 "C" 82
"1414" "3258" 5 7 "CR3" 2.875 7.53 2008 "C" 94
"1415" "3258" 6 9 "CR3" 3.125 9.28 2009 "C" 109
"1416" "3258" 7 10 "CR3" 2.472222 8.84 2011 "B" 130
"1417" "3259" 1 3 "CR4" 3.625 9.84 2004 "B" 45
"1418" "3260" 1 3 "CR2" 3.5 6.6 2004 "C" 47
"1419" "3261" 1 3 "CR4" 3.375 9.32 2004 "B" 45
"1420" "3261" 2 4 "CR4" 3.1875 9.16 2005 "B" 56
"1421" "3262" 1 4 "CR4" 3 7.03 2004 "D" 50
"1422" "3262" 2 5 "CR4" 3.25 6.59 2005 "D" 61
"1423" "3263" 1 3 "CR4" 3.25 7.43 2004 "C" 47
"1424" "3263" 2 4 "CR4" 3 7.67 2005 "C" 59
"1425" "3263" 3 5 "CR4" 2.5 5.8 2006 "C" 71
"1426" "3264" 1 3 "CR4" 3.375 8.26 2004 "C" 45
"1427" "3265" 1 3 "CR4" 3.375 8.04 2004 "C" 45
"1428" "3265" 2 4 "CR4" 3 6.64 2005 "C" 57
"1429" "3265" 3 6 "CR4" 3.333333 10.03 2007 "A" 75
"1430" "3265" 4 7 "CR4" 3.25 8.95 2008 "A" 87
"1431" "3265" 5 8 "CR4" 3.333333 10.64 2009 "B" 104
"1432" "3265" 6 10 "CR4" 3.125 7.33 2011 "A" 124
"1433" "3269" 1 4 "CR4" 3.25 6.6 2004 "D" 49
"1434" "3269" 2 5 "CR4" 3.333333 6.53 2006 "A" 64
"1435" "3269" 3 6 "CR4" 3.166667 8.86 2007 "C" 82
"1436" "3269" 4 7 "CR4" 2.875 8.19 2008 "C" 95
"1437" "3269" 5 9 "CR4" 3.1875 7.63 2010 "A" 112
"1438" "3270" 1 3 "CR4" 3.375 7.61 2004 "C" 46
"1439" "3270" 2 4 "CR4" 2.625 1 2005 "C" 57
"1440" "3271" 1 3 "CR3" 3.25 7.94 2004 "C" 47
"1441" "3271" 2 5 "CR3" 3.333333 7.58 2006 "A" 62
"1442" "3271" 3 6 "CR3" 3.333333 8.2 2007 "C" 81
"1443" "3271" 4 8 "CR3" 3.166667 9.58 2009 "A" 99
"1444" "3272" 1 3 "CR4" 3.125 7.82 2004 "D" 47
"1445" "3274" 1 4 "CR4" 3.333333 8.15 2004 "D" 48
"1446" "3274" 2 5 "CR4" 3.375 9.07 2005 "D" 60
"1447" "3274" 3 6 "CR4" 3.416667 11.91 2006 "D" 73
"1448" "3274" 4 7 "CR4" 3.416667 9.24 2007 "D" 84
"1449" "3274" 5 9 "CR4" 3.4375 8.93 2010 "A" 112
"1450" "3274" 6 10 "CR4" 3.3 8.48 2011 "C" 128
"1451" "3276" 1 3 "CR4" 2.916667 6.73 2004 "C" 46
"1452" "3278" 1 4 "CR4" 3 7.23 2004 "D" 48
"1453" "3278" 2 4 "CR4" 2.875 6.29 2005 "D" 59
"1454" "3279" 1 3 "CR4" 3.5 8.01 2004 "B" 43
"1455" "3279" 2 4 "CR4" 3.083333 9.16 2005 "C" 55
"1456" "3279" 3 5 "CR4" 3 9.65 2006 "C" 68
"1457" "3279" 4 6 "CR4" 3 10.06 2007 "C" 80
"1458" "3279" 5 7 "CR4" 3.25 8.39 2008 "C" 93
"1459" "3279" 6 9 "CR4" 3.1875 8.89 2010 "A" 112
"1460" "3279" 7 10 "CR4" 2.357143 9.04 2011 "D" 130
"1461" "3280" 1 3 "CR4" 3.25 7.76 2004 "C" 45
"1462" "3280" 2 4 "CR4" 3.375 10 2005 "D" 59
"1463" "3280" 3 5 "CR4" 3.375 9.52 2006 "D" 71
"1464" "3280" 4 7 "CR4" 3.5 11.86 2008 "A" 88
"1465" "3280" 5 8 "CR4" 3.25 10.26 2009 "C" 104
"1466" "3281" 1 4 "CR4" 2.666667 9.64 2005 "A" 52
"1467" "3281" 2 5 "CR4" 3.333333 7.19 2006 "A" 61
"1468" "3282" 1 3 "CR4" 3.5 7 2004 "D" 46
"1469" "3282" 2 5 "CR4" 3.375 8.09 2005 "D" 61
"1470" "3282" 3 5 "CR4" 3.5 9.27 2006 "D" 71
"1471" "3283" 1 3 "CR3" 3.5 6.91 2004 "C" 43
"1472" "3283" 2 4 "CR3" 3 7.17 2005 "D" 58
"1473" "3284" 1 3 "CR4" 3.25 7.31 2004 "D" 47
"1474" "3284" 2 4 "CR4" 3 6.96 2005 "C" 56
"1475" "3285" 1 3 "CR4" 3.5 9.78 2004 "B" 42
"1476" "3286" 1 3 "CR4" 3.5 10.06 2004 "C" 43
"1477" "3286" 2 4 "CR4" 3.25 10.58 2005 "C" 55
"1478" "3286" 3 5 "CR4" 3.583333 8.79 2006 "B" 65
"1479" "3286" 4 6 "CR4" 3.583333 11.02 2007 "B" 77
"1480" "3286" 5 7 "CR4" 3.25 7.47 2008 "A" 86
"1481" "3286" 6 8 "CR4" 4 10.81 2009 "A" 98
"1482" "3286" 7 9 "CR4" 3.625 12.64 2010 "B" 112
"1483" "3286" 8 10 "CR4" 3.55 12.2 2011 "B" 123
"1484" "3287" 1 3 "CR4" 3.375 8.8 2004 "D" 45
"1485" "3287" 2 4 "CR4" 3.083333 8.51 2005 "C" 57
"1486" "3287" 3 6 "CR4" 3.75 10.91 2007 "A" 75
"1487" "3287" 4 7 "CR4" 3.625 8.48 2008 "A" 86
"1488" "3287" 5 8 "CR4" 3.5 10.71 2009 "C" 104
"1489" "3287" 6 10 "CR4" 3.375 8.92 2011 "A" 122
"1490" "3288" 1 3 "CR4" 3.375 7.79 2004 "C" 42
"1491" "3289" 1 3 "CR4" 3.625 9.02 2004 "D" 45
"1492" "3289" 2 4 "CR4" 3.25 10.63 2005 "C" 56
"1493" "3289" 3 5 "CR4" 3.333333 10.37 2006 "C" 68
"1494" "3289" 4 6 "CR4" 3.583333 11.62 2007 "C" 79
"1495" "3289" 5 7 "CR4" 3.625 11.73 2008 "B" 90
"1496" "3289" 6 8 "CR4" 3.625 9.04 2009 "C" 102
"1497" "3290" 1 3 "CR4" 3.5 8.89 2004 "D" 45
"1498" "3290" 2 4 "CR4" 3.5 8.79 2005 "D" 58
"1499" "3291" 1 3 "CR3" 3.25 9.89 2004 "C" 43
"1500" "3291" 2 4 "CR3" 3.25 9.14 2005 "D" 57
"1501" "3292" 1 3 "CR4" 3.625 9.74 2004 "C" 45
"1502" "3292" 2 4 "CR4" 3.5 9.35 2005 "C" 55
"1503" "3292" 3 5 "CR4" 3.416667 11.82 2006 "D" 69
"1504" "3292" 4 6 "CR4" 3.416667 11.08 2007 "C" 80
"1505" "3293" 1 3 "CR4" 3 9.55 2004 "B" 40
"1506" "3295" 1 3 "CR4" 3.375 7.81 2004 "C" 44
"1507" "3295" 2 4 "CR4" 3.416667 8.08 2005 "C" 55
"1508" "3295" 3 5 "CR4" 3.333333 7.11 2006 "C" 67
"1509" "3295" 4 6 "CR4" 3.333333 8.84 2007 "D" 81
"1510" "3295" 5 7 "CR4" 3.5 10.59 2008 "D" 92
"1511" "3295" 6 8 "CR4" 3.416667 10.55 2009 "D" 106
"1512" "3295" 7 9 "CR4" 3.5 9.6 2011 "A" 119
"1513" "3296" 1 3 "CR2" 3.5 7.28 2004 "B" 40
"1514" "3297" 1 3 "CR4" 3.416667 7.52 2004 "D" 44
"1515" "3297" 2 4 "CR4" 3.125 8.1 2005 "D" 57
"1516" "3298" 1 3 "CR4" 3.5 8.31 2004 "D" 44
"1517" "3298" 2 4 "CR4" 3.166667 7.76 2005 "C" 55
"1518" "3298" 3 5 "CR4" 3.333333 9.24 2006 "C" 67
"1519" "3298" 4 7 "CR4" 3.625 8.64 2008 "A" 84
"1520" "3299" 1 3 "CR3" 3.375 8.58 2004 "D" 44
"1521" "3299" 2 4 "CR3" 3.333333 9.09 2005 "C" 55
"1522" "3299" 3 6 "CR3" 3.666667 10.49 2007 "A" 72
"1523" "3299" 4 7 "CR3" 3.375 10.79 2008 "A" 84
"1524" "3299" 5 8 "CR3" 3.375 11.8 2009 "A" 97
"1525" "3299" 6 9 "CR3" 3.333333 10.88 2010 "A" 108
"1526" "3299" 7 9 "CR3" 3.3125 12.26 2011 "A" 119
"1527" "3299" 8 10 "CR3" 2.821429 9.66 2011 "D" 131
"1528" "3300" 1 3 "CR4" 3.5 8.61 2004 "D" 44
"1529" "3300" 2 4 "CR4" 3.333333 9.5 2005 "C" 55
"1530" "3300" 3 5 "CR4" 3.583333 8.21 2006 "C" 65
"1531" "3301" 1 3 "CR4" 3.375 9.79 2004 "C" 40
"1532" "3301" 2 4 "CR4" 3.125 7.41 2005 "B" 50
"1533" "3301" 3 5 "CR4" 3.5 6.8 2006 "A" 60
"1534" "3302" 1 4 "CR4" 3.3125 9.23 2005 "A" 49
"1535" "3302" 2 5 "CR4" 3.416667 8.93 2006 "C" 65
"1536" "3302" 3 6 "CR4" 3.166667 11.65 2007 "C" 77
"1537" "3302" 4 7 "CR4" 3.25 9.42 2008 "C" 89
"1538" "3302" 5 8 "CR4" 3.416667 13.08 2009 "C" 102
"1539" "3302" 6 9 "CR4" 3.25 8.36 2010 "C" 114
"1540" "3303" 1 3 "CR4" 3.25 6.23 2004 "B" 40
"1541" "3303" 2 4 "CR4" 3 3.7 2005 "C" 53
"1542" "3304" 1 3 "CR3" 3.375 8.62 2004 "D" 43
"1543" "3304" 2 4 "CR3" 3.25 8.45 2005 "C" 54
"1544" "3304" 3 5 "CR3" 3.25 10.78 2006 "C" 66
"1545" "3304" 4 6 "CR3" 3.5 8.12 2007 "B" 76
"1546" "3304" 5 7 "CR3" 3.5 11.22 2008 "B" 88
"1547" "3304" 6 8 "CR3" 3.5 13.68 2009 "C" 101
"1548" "3304" 7 9 "CR3" 3.5 9.39 2010 "B" 112
"1549" "3304" 8 10 "CR3" 3.0625 8.31 2011 "C" 125
"1550" "3305" 1 3 "CR2" 3.25 7.16 2004 "D" 45
"1551" "3305" 2 4 "CR2" 3.25 6.63 2005 "D" 57
"1552" "3306" 1 3 "CR4" 3.625 8.64 2004 "B" 40
"1553" "3306" 2 4 "CR4" 3.583333 9.46 2005 "C" 53
"1554" "3306" 3 5 "CR4" 3.833333 10.12 2006 "C" 66
"1555" "3306" 4 6 "CR4" 3.75 9.83 2008 "A" 83
"1556" "3306" 5 7 "CR4" 3.375 6 2009 "A" 95
"1557" "3306" 6 8 "CR4" 3.4375 9.36 2010 "A" 107
"1558" "3307" 1 3 "CR3" 3.25 6.91 2004 "D" 44
"1559" "3308" 1 4 "CR3" 3.083333 6.73 2005 "B" 49
"1560" "3308" 2 4 "CR3" 3.125 5.69 2005 "D" 57
"1561" "3308" 3 5 "CR3" 3.375 7.95 2006 "D" 68
"1562" "3308" 4 7 "CR3" 3.375 8.2 2008 "A" 84
"1563" "3308" 5 8 "CR3" 3.25 7.22 2009 "A" 96
"1564" "3308" 6 9 "CR3" 3.25 7.48 2010 "B" 111
"1565" "3309" 1 4 "CR4" 3.083333 8.6 2005 "C" 53
"1566" "3309" 2 5 "CR4" 3.166667 7.66 2006 "C" 65
"1567" "3309" 3 6 "CR4" 3.333333 8.3 2007 "C" 77
"1568" "3309" 4 7 "CR4" 3.125 10.92 2008 "D" 92
"1569" "3309" 5 8 "CR4" 3.125 9.55 2009 "D" 105
"1570" "3309" 6 9 "CR4" 2.85 11.11 2011 "A" 120
"1571" "3310" 1 4 "CR4" 3.25 6.08 2005 "B" 50
